datetime,hoursSinceStart,month,weekday,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,total
8/2/2011 8:00,3178,8,3,3,0,1,1,30.34,34.09,58,19.0012,37,398,435
8/2/2011 9:00,3179,8,3,3,0,1,1,31.98,34.85,46,19.9995,31,182,213
8/2/2011 10:00,3180,8,3,3,0,1,1,33.62,36.365,36,19.9995,50,90,140
8/2/2011 11:00,3181,8,3,3,0,1,1,34.44,36.365,32,27.9993,32,96,128
8/2/2011 12:00,3182,8,3,3,0,1,1,35.26,37.12,30,19.0012,45,112,157
8/2/2011 13:00,3183,8,3,3,0,1,1,35.26,37.12,30,15.0013,50,153,203
8/2/2011 14:00,3184,8,3,3,0,1,1,36.9,38.635,25,19.0012,45,114,159
8/2/2011 15:00,3185,8,3,3,0,1,1,36.9,38.635,25,19.0012,48,120,168
8/2/2011 16:00,3186,8,3,3,0,1,1,36.9,38.635,25,19.0012,58,216,274
8/2/2011 17:00,3187,8,3,3,0,1,2,36.9,39.395,27,8.9981,63,493,556
8/2/2011 18:00,3188,8,3,3,0,1,2,35.26,37.88,34,12.998,65,491,556
8/2/2011 19:00,3189,8,3,3,0,1,2,35.26,37.88,36,15.0013,85,369,454
8/2/2011 20:00,3190,8,3,3,0,1,2,33.62,37.88,46,16.9979,40,248,288
8/2/2011 21:00,3191,8,3,3,0,1,1,32.8,37.12,52,15.0013,53,201,254
8/2/2011 22:00,3192,8,3,3,0,1,2,31.98,37.12,59,11.0014,22,169,191
8/2/2011 23:00,3193,8,3,3,0,1,2,32.8,37.12,49,11.0014,29,103,132
8/3/2011 0:00,3194,8,4,3,0,1,2,32.8,37.12,49,11.0014,11,32,43
8/3/2011 1:00,3195,8,4,3,0,1,2,31.98,35.605,52,11.0014,7,9,16
8/3/2011 2:00,3196,8,4,3,0,1,2,31.98,35.605,49,11.0014,2,9,11
8/3/2011 3:00,3197,8,4,3,0,1,2,31.16,34.85,55,6.0032,0,4,4
8/3/2011 4:00,3198,8,4,3,0,1,2,31.16,34.85,52,11.0014,0,7,7
8/3/2011 5:00,3199,8,4,3,0,1,2,31.16,34.85,55,6.0032,2,22,24
8/3/2011 6:00,3200,8,4,3,0,1,3,29.52,34.09,66,32.9975,9,101,110
8/3/2011 7:00,3201,8,4,3,0,1,2,30.34,33.335,51,15.0013,19,252,271
8/3/2011 8:00,3202,8,4,3,0,1,2,30.34,33.335,51,11.0014,29,408,437
8/3/2011 9:00,3203,8,4,3,0,1,2,30.34,34.09,55,12.998,23,172,195
8/3/2011 10:00,3204,8,4,3,0,1,3,30.34,34.09,58,6.0032,9,59,68
8/3/2011 11:00,3205,8,4,3,0,1,2,30.34,34.09,58,7.0015,29,93,122
8/3/2011 12:00,3206,8,4,3,0,1,3,31.16,34.85,55,8.9981,19,142,161
8/3/2011 13:00,3207,8,4,3,0,1,2,31.16,35.605,58,15.0013,37,107,144
8/3/2011 14:00,3208,8,4,3,0,1,2,31.16,35.605,58,15.0013,43,104,147
8/3/2011 15:00,3209,8,4,3,0,1,2,28.7,33.335,79,8.9981,31,87,118
8/3/2011 16:00,3210,8,4,3,0,1,3,27.88,31.82,79,0,21,129,150
8/3/2011 17:00,3211,8,4,3,0,1,2,28.7,33.335,79,0,47,378,425
8/3/2011 18:00,3212,8,4,3,0,1,3,28.7,33.335,84,0,49,443,492
8/3/2011 19:00,3213,8,4,3,0,1,3,28.7,33.335,84,0,51,270,321
8/3/2011 20:00,3214,8,4,3,0,1,3,28.7,33.335,84,7.0015,7,80,87
8/3/2011 21:00,3215,8,4,3,0,1,2,27.88,31.82,89,8.9981,7,81,88
8/3/2011 22:00,3216,8,4,3,0,1,3,27.88,31.82,89,7.0015,11,66,77
8/3/2011 23:00,3217,8,4,3,0,1,2,27.88,31.82,89,6.0032,4,52,56
8/4/2011 0:00,3218,8,5,3,0,1,2,27.88,31.82,89,6.0032,2,15,17
8/4/2011 1:00,3219,8,5,3,0,1,2,27.06,29.545,94,6.0032,3,14,17
8/4/2011 2:00,3220,8,5,3,0,1,2,27.06,29.545,94,6.0032,2,5,7
8/4/2011 3:00,3221,8,5,3,0,1,3,27.06,29.545,94,6.0032,0,3,3
8/4/2011 4:00,3222,8,5,3,0,1,2,27.88,31.82,89,0,0,7,7
8/4/2011 5:00,3223,8,5,3,0,1,2,27.88,31.82,89,0,3,17,20
8/4/2011 6:00,3224,8,5,3,0,1,2,27.88,31.82,89,19.9995,7,90,97
8/4/2011 7:00,3225,8,5,3,0,1,2,27.88,31.82,89,19.9995,11,271,282
8/4/2011 8:00,3226,8,5,3,0,1,2,28.7,32.575,82,23.9994,29,369,398
8/4/2011 9:00,3227,8,5,3,0,1,1,29.52,34.85,74,22.0028,25,162,187
8/4/2011 10:00,3228,8,5,3,0,1,1,29.52,33.335,71,19.9995,24,89,113
8/4/2011 11:00,3229,8,5,3,0,1,2,30.34,34.85,66,15.0013,37,112,149
8/4/2011 12:00,3230,8,5,3,0,1,2,31.16,35.605,62,15.0013,53,152,205
8/4/2011 13:00,3231,8,5,3,0,1,1,31.16,35.605,58,0,63,142,205
8/4/2011 14:00,3232,8,5,3,0,1,1,32.8,37.88,55,11.0014,53,114,167
8/4/2011 15:00,3233,8,5,3,0,1,1,32.8,37.88,55,16.9979,50,115,165
8/4/2011 16:00,3234,8,5,3,0,1,1,31.16,35.605,62,22.0028,70,220,290
8/4/2011 17:00,3235,8,5,3,0,1,1,31.16,35.605,62,22.0028,91,464,555
8/4/2011 18:00,3236,8,5,3,0,1,1,28.7,33.335,74,19.9995,88,435,523
8/4/2011 19:00,3237,8,5,3,0,1,1,28.7,33.335,74,19.0012,65,301,366
8/4/2011 20:00,3238,8,5,3,0,1,2,28.7,33.335,74,12.998,41,245,286
8/4/2011 21:00,3239,8,5,3,0,1,2,28.7,33.335,74,12.998,25,186,211
8/4/2011 22:00,3240,8,5,3,0,1,1,27.88,31.82,74,12.998,33,141,174
8/4/2011 23:00,3241,8,5,3,0,1,1,27.06,31.06,74,7.0015,24,108,132
8/5/2011 0:00,3242,8,6,3,0,1,1,27.06,31.06,74,7.0015,13,41,54
8/5/2011 1:00,3243,8,6,3,0,1,1,26.24,29.545,78,6.0032,3,16,19
8/5/2011 2:00,3244,8,6,3,0,1,1,27.06,31.06,69,0,5,14,19
8/5/2011 3:00,3245,8,6,3,0,1,1,26.24,29.545,78,6.0032,0,6,6
8/5/2011 4:00,3246,8,6,3,0,1,1,26.24,29.545,78,8.9981,1,6,7
8/5/2011 5:00,3247,8,6,3,0,1,1,26.24,29.545,78,6.0032,0,16,16
8/5/2011 6:00,3248,8,6,3,0,1,1,26.24,29.545,78,8.9981,7,94,101
8/5/2011 7:00,3249,8,6,3,0,1,1,27.06,30.305,78,8.9981,23,247,270
8/5/2011 8:00,3250,8,6,3,0,1,1,28.7,32.575,65,15.0013,39,415,454
8/5/2011 9:00,3251,8,6,3,0,1,1,29.52,33.335,58,7.0015,43,183,226
8/5/2011 10:00,3252,8,6,3,0,1,1,30.34,34.09,55,8.9981,50,113,163
8/5/2011 11:00,3253,8,6,3,0,1,2,31.16,34.85,52,16.9979,44,103,147
8/5/2011 12:00,3254,8,6,3,0,1,1,31.16,34.85,52,16.9979,57,159,216
8/5/2011 13:00,3255,8,6,3,0,1,1,31.98,35.605,52,16.9979,40,164,204
8/5/2011 14:00,3256,8,6,3,0,1,2,31.98,35.605,52,16.9979,81,164,245
8/5/2011 15:00,3257,8,6,3,0,1,1,31.16,34.85,55,16.9979,50,160,210
8/5/2011 16:00,3258,8,6,3,0,1,1,32.8,37.12,49,16.9979,76,254,330
8/5/2011 17:00,3259,8,6,3,0,1,1,31.98,35.605,49,19.9995,84,466,550
8/5/2011 18:00,3260,8,6,3,0,1,1,31.16,34.85,52,16.9979,105,361,466
8/5/2011 19:00,3261,8,6,3,0,1,1,30.34,34.09,55,16.9979,90,282,372
8/5/2011 20:00,3262,8,6,3,0,1,1,29.52,33.335,58,15.0013,70,221,291
8/5/2011 21:00,3263,8,6,3,0,1,1,28.7,32.575,65,12.998,54,119,173
8/5/2011 22:00,3264,8,6,3,0,1,1,28.7,32.575,65,15.0013,51,137,188
8/5/2011 23:00,3265,8,6,3,0,1,1,27.88,31.82,69,15.0013,37,102,139
8/6/2011 0:00,3266,8,7,3,0,0,1,27.06,30.305,78,12.998,29,104,133
8/6/2011 1:00,3267,8,7,3,0,0,1,27.06,30.305,78,11.0014,17,50,67
8/6/2011 2:00,3268,8,7,3,0,0,1,27.06,30.305,78,15.0013,14,39,53
8/6/2011 3:00,3269,8,7,3,0,0,2,27.06,30.305,78,11.0014,14,28,42
8/6/2011 4:00,3270,8,7,3,0,0,2,27.06,30.305,83,11.0014,5,5,10
8/6/2011 5:00,3271,8,7,3,0,0,1,26.24,28.79,89,6.0032,2,4,6
8/6/2011 6:00,3272,8,7,3,0,0,1,26.24,28.79,89,7.0015,5,22,27
8/6/2011 7:00,3273,8,7,3,0,0,1,27.88,31.82,83,11.0014,14,49,63
8/6/2011 8:00,3274,8,7,3,0,0,1,27.88,31.82,83,11.0014,27,94,121
8/6/2011 9:00,3275,8,7,3,0,0,1,30.34,34.85,70,15.0013,60,155,215
8/6/2011 10:00,3276,8,7,3,0,0,2,30.34,34.85,70,19.0012,91,199,290
8/6/2011 11:00,3277,8,7,3,0,0,1,31.98,37.12,62,15.0013,138,211,349
8/6/2011 12:00,3278,8,7,3,0,0,1,32.8,37.88,55,15.0013,130,252,382
8/6/2011 13:00,3279,8,7,3,0,0,2,32.8,38.635,59,22.0028,176,265,441
8/6/2011 14:00,3280,8,7,3,0,0,1,33.62,38.635,52,16.9979,176,204,380
8/6/2011 15:00,3281,8,7,3,0,0,2,34.44,40.15,53,16.9979,130,232,362
8/6/2011 16:00,3282,8,7,3,0,0,3,30.34,35.605,79,11.0014,155,188,343
8/6/2011 17:00,3283,8,7,3,0,0,3,30.34,35.605,79,11.0014,61,88,149
8/6/2011 18:00,3284,8,7,3,0,0,2,29.52,34.85,79,30.0026,81,130,211
8/6/2011 19:00,3285,8,7,3,0,0,3,29.52,35.605,84,16.9979,57,114,171
8/6/2011 20:00,3286,8,7,3,0,0,3,29.52,34.85,79,19.0012,58,79,137
8/6/2011 21:00,3287,8,7,3,0,0,2,28.7,33.335,84,22.0028,28,86,114
8/6/2011 22:00,3288,8,7,3,0,0,2,28.7,33.335,84,22.0028,24,96,120
8/6/2011 23:00,3289,8,7,3,0,0,3,28.7,33.335,84,19.0012,29,79,108
8/7/2011 0:00,3290,8,1,3,0,0,2,28.7,33.335,84,19.0012,14,66,80
8/7/2011 1:00,3291,8,1,3,0,0,2,28.7,33.335,84,16.9979,10,63,73
8/7/2011 2:00,3292,8,1,3,0,0,2,28.7,33.335,84,15.0013,18,48,66
8/7/2011 3:00,3293,8,1,3,0,0,2,28.7,33.335,84,8.9981,9,23,32
8/7/2011 4:00,3294,8,1,3,0,0,1,28.7,33.335,84,8.9981,1,5,6
8/7/2011 5:00,3295,8,1,3,0,0,1,28.7,33.335,89,12.998,1,4,5
8/7/2011 6:00,3296,8,1,3,0,0,1,28.7,33.335,89,11.0014,3,10,13
8/7/2011 7:00,3297,8,1,3,0,0,1,28.7,33.335,84,12.998,11,28,39
8/7/2011 8:00,3298,8,1,3,0,0,1,29.52,34.85,79,12.998,23,66,89
8/7/2011 9:00,3299,8,1,3,0,0,1,31.16,37.12,75,7.0015,82,102,184
8/7/2011 10:00,3300,8,1,3,0,0,1,32.8,40.15,66,8.9981,88,178,266
8/7/2011 11:00,3301,8,1,3,0,0,1,33.62,41.665,63,0,113,156,269
8/7/2011 12:00,3302,8,1,3,0,0,1,36.9,42.425,42,19.9995,161,209,370
8/7/2011 13:00,3303,8,1,3,0,0,1,36.9,42.425,42,19.9995,118,206,324
8/7/2011 14:00,3304,8,1,3,0,0,1,35.26,40.15,47,12.998,130,192,322
8/7/2011 15:00,3305,8,1,3,0,0,3,29.52,34.85,74,19.9995,118,208,326
8/7/2011 16:00,3306,8,1,3,0,0,3,29.52,34.85,74,19.9995,74,119,193
8/7/2011 17:00,3307,8,1,3,0,0,3,30.34,35.605,74,43.0006,63,131,194
8/7/2011 18:00,3308,8,1,3,0,0,1,29.52,34.85,74,6.0032,74,155,229
8/7/2011 19:00,3309,8,1,3,0,0,1,29.52,34.85,79,11.0014,68,160,228
8/7/2011 20:00,3310,8,1,3,0,0,1,29.52,35.605,84,8.9981,50,133,183
8/7/2011 21:00,3311,8,1,3,0,0,1,29.52,35.605,84,7.0015,36,100,136
8/7/2011 22:00,3312,8,1,3,0,0,1,28.7,33.335,89,12.998,21,82,103
8/7/2011 23:00,3313,8,1,3,0,0,1,28.7,33.335,79,7.0015,12,43,55
8/8/2011 0:00,3314,8,2,3,0,1,1,28.7,33.335,79,7.0015,13,17,30
8/8/2011 1:00,3315,8,2,3,0,1,1,27.88,31.82,83,8.9981,4,8,12
8/8/2011 2:00,3316,8,2,3,0,1,1,27.06,29.545,89,0,4,3,7
8/8/2011 3:00,3317,8,2,3,0,1,1,27.06,29.545,89,0,1,0,1
8/8/2011 4:00,3318,8,2,3,0,1,1,27.06,29.545,89,7.0015,2,8,10
8/8/2011 5:00,3319,8,2,3,0,1,1,28.7,33.335,79,6.0032,1,14,15
8/8/2011 6:00,3320,8,2,3,0,1,1,28.7,32.575,65,19.0012,8,87,95
8/8/2011 7:00,3321,8,2,3,0,1,1,29.52,34.09,62,19.9995,18,249,267
8/8/2011 8:00,3322,8,2,3,0,1,1,30.34,34.09,58,22.0028,29,320,349
8/8/2011 9:00,3323,8,2,3,0,1,1,31.16,34.85,55,26.0027,37,146,183
8/8/2011 10:00,3324,8,2,3,0,1,1,32.8,37.12,52,26.0027,62,62,124
8/8/2011 11:00,3325,8,2,3,0,1,1,33.62,37.12,48,23.9994,90,89,179
8/8/2011 12:00,3326,8,2,3,0,1,1,33.62,37.88,46,16.9979,48,134,182
8/8/2011 13:00,3327,8,2,3,0,1,1,34.44,37.88,44,19.9995,43,108,151
8/8/2011 14:00,3328,8,2,3,0,1,1,33.62,37.12,43,19.9995,41,109,150
8/8/2011 15:00,3329,8,2,3,0,1,1,34.44,37.88,41,19.9995,40,86,126
8/8/2011 16:00,3330,8,2,3,0,1,1,35.26,38.635,39,19.0012,64,218,282
8/8/2011 17:00,3331,8,2,3,0,1,1,35.26,38.635,39,11.0014,67,460,527
8/8/2011 18:00,3332,8,2,3,0,1,1,34.44,37.88,41,8.9981,64,465,529
8/8/2011 19:00,3333,8,2,3,0,1,1,33.62,37.12,43,7.0015,64,352,416
8/8/2011 20:00,3334,8,2,3,0,1,1,32.8,37.88,55,0,71,215,286
8/8/2011 21:00,3335,8,2,3,0,1,1,31.16,35.605,58,6.0032,30,156,186
8/8/2011 22:00,3336,8,2,3,0,1,1,31.16,35.605,58,7.0015,26,121,147
8/8/2011 23:00,3337,8,2,3,0,1,1,30.34,34.85,66,7.0015,19,53,72
8/9/2011 0:00,3338,8,3,3,0,1,1,29.52,34.85,79,8.9981,10,25,35
8/9/2011 1:00,3339,8,3,3,0,1,1,29.52,34.09,66,0,5,9,14
8/9/2011 2:00,3340,8,3,3,0,1,1,29.52,34.09,70,0,9,3,12
8/9/2011 3:00,3341,8,3,3,0,1,1,29.52,34.09,62,0,0,3,3
8/9/2011 4:00,3342,8,3,3,0,1,1,28.7,33.335,74,0,1,6,7
8/9/2011 5:00,3343,8,3,3,0,1,1,28.7,32.575,65,6.0032,5,25,30
8/9/2011 6:00,3344,8,3,3,0,1,1,29.52,33.335,64,0,6,95,101
8/9/2011 7:00,3345,8,3,3,0,1,1,29.52,34.85,74,7.0015,30,313,343
8/9/2011 8:00,3346,8,3,3,0,1,1,30.34,34.85,66,0,40,352,392
8/9/2011 9:00,3347,8,3,3,0,1,2,31.98,37.12,62,8.9981,34,141,175
8/9/2011 10:00,3348,8,3,3,0,1,2,32.8,38.635,59,15.0013,55,89,144
8/9/2011 11:00,3349,8,3,3,0,1,1,32.8,38.635,59,15.0013,61,88,149
8/9/2011 12:00,3350,8,3,3,0,1,1,33.62,39.395,56,12.998,60,125,185
8/9/2011 13:00,3351,8,3,3,0,1,1,34.44,39.395,49,11.0014,48,127,175
8/9/2011 14:00,3352,8,3,3,0,1,1,35.26,39.395,44,19.0012,53,95,148
8/9/2011 15:00,3353,8,3,3,0,1,1,35.26,38.635,39,19.0012,58,106,164
8/9/2011 16:00,3354,8,3,3,0,1,1,35.26,38.635,39,19.9995,57,228,285
8/9/2011 17:00,3355,8,3,3,0,1,1,32.8,37.88,55,11.0014,79,453,532
8/9/2011 18:00,3356,8,3,3,0,1,1,32.8,37.88,55,12.998,97,488,585
8/9/2011 19:00,3357,8,3,3,0,1,1,32.8,37.12,49,7.0015,69,302,371
8/9/2011 20:00,3358,8,3,3,0,1,1,32.8,36.365,43,12.998,34,258,292
8/9/2011 21:00,3359,8,3,3,0,1,1,31.98,34.85,46,16.9979,46,184,230
8/9/2011 22:00,3360,8,3,3,0,1,1,31.98,34.85,46,19.9995,28,127,155
8/9/2011 23:00,3361,8,3,3,0,1,1,31.16,34.09,48,19.0012,22,53,75
8/10/2011 0:00,3362,8,4,3,0,1,1,30.34,33.335,51,15.0013,19,18,37
8/10/2011 1:00,3363,8,4,3,0,1,1,29.52,33.335,54,12.998,7,10,17
8/10/2011 2:00,3364,8,4,3,0,1,1,29.52,33.335,54,11.0014,1,10,11
8/10/2011 3:00,3365,8,4,3,0,1,1,28.7,32.575,58,11.0014,1,3,4
8/10/2011 4:00,3366,8,4,3,0,1,1,28.7,32.575,54,8.9981,1,4,5
8/10/2011 5:00,3367,8,4,3,0,1,1,27.88,31.82,61,6.0032,2,30,32
8/10/2011 6:00,3368,8,4,3,0,1,1,27.88,31.82,61,0,9,110,119
8/10/2011 7:00,3369,8,4,3,0,1,1,28.7,32.575,58,6.0032,16,289,305
8/10/2011 8:00,3370,8,4,3,0,1,1,30.34,33.335,51,12.998,38,361,399
8/10/2011 9:00,3371,8,4,3,0,1,1,31.16,34.09,48,15.0013,32,148,180
8/10/2011 10:00,3372,8,4,3,0,1,1,32.8,36.365,43,15.0013,41,72,113
8/10/2011 11:00,3373,8,4,3,0,1,1,32.8,35.605,41,26.0027,54,95,149
8/10/2011 12:00,3374,8,4,3,0,1,1,33.62,36.365,38,19.9995,74,166,240
8/10/2011 13:00,3375,8,4,3,0,1,1,33.62,36.365,38,19.0012,41,150,191
8/10/2011 14:00,3376,8,4,3,0,1,1,34.44,36.365,34,22.0028,62,116,178
8/10/2011 15:00,3377,8,4,3,0,1,1,35.26,37.12,30,22.0028,53,141,194
8/10/2011 16:00,3378,8,4,3,0,1,1,35.26,37.12,26,19.9995,76,206,282
8/10/2011 17:00,3379,8,4,3,0,1,1,34.44,35.605,26,19.9995,71,513,584
8/10/2011 18:00,3380,8,4,3,0,1,1,33.62,35.605,28,19.9995,70,489,559
8/10/2011 19:00,3381,8,4,3,0,1,1,32.8,34.85,26,16.9979,79,334,413
8/10/2011 20:00,3382,8,4,3,0,1,1,31.16,33.335,31,8.9981,59,253,312
8/10/2011 21:00,3383,8,4,3,0,1,1,31.16,33.335,33,7.0015,47,162,209
8/10/2011 22:00,3384,8,4,3,0,1,1,30.34,32.575,37,0,17,122,139
8/10/2011 23:00,3385,8,4,3,0,1,1,30.34,32.575,37,6.0032,14,94,108
8/11/2011 0:00,3386,8,5,3,0,1,1,28.7,31.82,45,7.0015,6,40,46
8/11/2011 1:00,3387,8,5,3,0,1,1,28.7,31.82,45,8.9981,9,17,26
8/11/2011 2:00,3388,8,5,3,0,1,1,27.06,31.06,54,8.9981,3,8,11
8/11/2011 3:00,3389,8,5,3,0,1,1,26.24,31.06,57,8.9981,2,7,9
8/11/2011 4:00,3390,8,5,3,0,1,1,26.24,31.06,57,11.0014,1,4,5
8/11/2011 5:00,3391,8,5,3,0,1,1,26.24,31.06,61,12.998,2,23,25
8/11/2011 6:00,3392,8,5,3,0,1,1,25.42,30.305,65,11.0014,5,101,106
8/11/2011 7:00,3393,8,5,3,0,1,1,27.06,31.06,54,8.9981,15,292,307
8/11/2011 8:00,3394,8,5,3,0,1,1,28.7,31.82,45,11.0014,29,361,390
8/11/2011 9:00,3395,8,5,3,0,1,1,29.52,32.575,39,15.0013,31,166,197
8/11/2011 10:00,3396,8,5,3,0,1,1,30.34,32.575,37,16.9979,36,96,132
8/11/2011 11:00,3397,8,5,3,0,1,1,31.16,33.335,35,16.9979,59,128,187
8/11/2011 12:00,3398,8,5,3,0,1,1,31.98,34.09,31,16.9979,50,164,214
8/11/2011 13:00,3399,8,5,3,0,1,1,31.16,33.335,31,15.0013,51,166,217
8/11/2011 14:00,3400,8,5,3,0,1,1,32.8,34.85,29,0,39,103,142
8/11/2011 15:00,3401,8,5,3,0,1,1,32.8,34.85,29,19.9995,52,126,178
8/11/2011 16:00,3402,8,5,3,0,1,1,32.8,34.85,27,12.998,57,241,298
8/11/2011 17:00,3403,8,5,3,0,1,1,32.8,34.85,29,16.9979,96,486,582
8/11/2011 18:00,3404,8,5,3,0,1,1,31.98,34.09,29,6.0032,74,497,571
8/11/2011 19:00,3405,8,5,3,0,1,1,30.34,32.575,35,12.998,48,323,371
8/11/2011 20:00,3406,8,5,3,0,1,1,29.52,32.575,37,8.9981,56,232,288
8/11/2011 21:00,3407,8,5,3,0,1,1,28.7,32.575,48,6.0032,35,171,206
8/11/2011 22:00,3408,8,5,3,0,1,1,28.7,32.575,48,0,34,123,157
8/11/2011 23:00,3409,8,5,3,0,1,1,27.06,31.06,50,11.0014,22,105,127
8/12/2011 0:00,3410,8,6,3,0,1,1,26.24,31.06,53,11.0014,12,53,65
8/12/2011 1:00,3411,8,6,3,0,1,1,26.24,31.06,53,8.9981,4,19,23
8/12/2011 2:00,3412,8,6,3,0,1,1,25.42,31.06,57,12.998,0,15,15
8/12/2011 3:00,3413,8,6,3,0,1,1,25.42,31.06,53,11.0014,0,9,9
8/12/2011 4:00,3414,8,6,3,0,1,1,25.42,31.06,53,8.9981,0,5,5
8/12/2011 5:00,3415,8,6,3,0,1,1,24.6,31.06,56,8.9981,2,24,26
8/12/2011 6:00,3416,8,6,3,0,1,1,25.42,31.06,50,8.9981,3,73,76
8/12/2011 7:00,3417,8,6,3,0,1,1,26.24,31.06,44,11.0014,17,247,264
8/12/2011 8:00,3418,8,6,3,0,1,1,27.88,31.82,39,15.0013,29,397,426
8/12/2011 9:00,3419,8,6,3,0,1,1,29.52,32.575,34,8.9981,27,178,205
8/12/2011 10:00,3420,8,6,3,0,1,1,30.34,32.575,33,7.0015,44,86,130
8/12/2011 11:00,3421,8,6,3,0,1,1,31.16,33.335,29,0,48,108,156
8/12/2011 12:00,3422,8,6,3,0,1,1,32.8,34.85,27,0,55,167,222
8/12/2011 13:00,3423,8,6,3,0,1,1,31.98,34.09,29,6.0032,74,179,253
8/12/2011 14:00,3424,8,6,3,0,1,1,32.8,34.85,29,12.998,51,135,186
8/12/2011 15:00,3425,8,6,3,0,1,1,32.8,34.85,29,11.0014,59,190,249
8/12/2011 16:00,3426,8,6,3,0,1,1,33.62,35.605,28,0,68,266,334
8/12/2011 17:00,3427,8,6,3,0,1,1,33.62,35.605,26,0,93,423,516
8/12/2011 18:00,3428,8,6,3,0,1,1,31.16,34.09,40,19.9995,89,376,465
8/12/2011 19:00,3429,8,6,3,0,1,1,30.34,33.335,42,15.0013,101,284,385
8/12/2011 20:00,3430,8,6,3,0,1,1,29.52,32.575,42,15.0013,77,210,287
8/12/2011 21:00,3431,8,6,3,0,1,1,28.7,32.575,48,8.9981,73,153,226
8/12/2011 22:00,3432,8,6,3,0,1,1,27.88,31.82,51,0,74,157,231
8/12/2011 23:00,3433,8,6,3,0,1,1,27.88,31.82,51,0,51,100,151
8/13/2011 0:00,3434,8,7,3,0,0,1,27.88,31.82,51,7.0015,15,69,84
8/13/2011 1:00,3435,8,7,3,0,0,2,27.88,31.82,57,6.0032,13,64,77
8/13/2011 2:00,3436,8,7,3,0,0,1,27.88,31.82,57,0,16,58,74
8/13/2011 3:00,3437,8,7,3,0,0,1,27.06,31.06,65,8.9981,9,18,27
8/13/2011 4:00,3438,8,7,3,0,0,2,26.24,30.305,73,8.9981,5,5,10
8/13/2011 5:00,3439,8,7,3,0,0,1,26.24,30.305,73,7.0015,3,15,18
8/13/2011 6:00,3440,8,7,3,0,0,1,26.24,30.305,73,6.0032,3,19,22
8/13/2011 7:00,3441,8,7,3,0,0,2,27.06,31.06,74,12.998,10,34,44
8/13/2011 8:00,3442,8,7,3,0,0,2,28.7,32.575,65,11.0014,28,90,118
8/13/2011 9:00,3443,8,7,3,0,0,2,28.7,33.335,74,11.0014,70,138,208
8/13/2011 10:00,3444,8,7,3,0,0,2,29.52,34.85,74,15.0013,97,163,260
8/13/2011 11:00,3445,8,7,3,0,0,2,30.34,34.85,70,12.998,122,192,314
8/13/2011 12:00,3446,8,7,3,0,0,2,27.06,29.545,89,11.0014,175,246,421
8/13/2011 13:00,3447,8,7,3,0,0,2,30.34,35.605,74,22.0028,61,92,153
8/13/2011 14:00,3448,8,7,3,0,0,1,30.34,34.85,70,16.9979,113,146,259
8/13/2011 15:00,3449,8,7,3,0,0,3,27.88,31.82,79,23.9994,150,208,358
8/13/2011 16:00,3450,8,7,3,0,0,2,28.7,33.335,74,19.0012,148,133,281
8/13/2011 17:00,3451,8,7,3,0,0,2,29.52,34.85,74,16.9979,97,172,269
8/13/2011 18:00,3452,8,7,3,0,0,1,28.7,33.335,74,15.0013,123,169,292
8/13/2011 19:00,3453,8,7,3,0,0,2,27.88,31.82,79,19.0012,67,170,237
8/13/2011 20:00,3454,8,7,3,0,0,2,27.88,31.82,83,15.0013,78,105,183
8/13/2011 21:00,3455,8,7,3,0,0,2,27.88,31.82,83,26.0027,40,127,167
8/13/2011 22:00,3456,8,7,3,0,0,2,27.88,31.82,83,26.0027,36,118,154
8/13/2011 23:00,3457,8,7,3,0,0,2,27.06,30.305,83,22.0028,25,95,120
8/14/2011 0:00,3458,8,1,3,0,0,3,27.06,30.305,83,19.9995,19,71,90
8/14/2011 1:00,3459,8,1,3,0,0,3,26.24,28.79,89,15.0013,16,57,73
8/14/2011 2:00,3460,8,1,3,0,0,3,26.24,28.79,89,15.0013,13,49,62
8/14/2011 3:00,3461,8,1,3,0,0,2,26.24,28.03,94,16.9979,5,22,27
8/14/2011 4:00,3462,8,1,3,0,0,3,26.24,28.03,94,12.998,1,2,3
8/14/2011 5:00,3463,8,1,3,0,0,2,26.24,28.03,94,11.0014,1,9,10
8/14/2011 6:00,3464,8,1,3,0,0,2,26.24,28.03,94,7.0015,2,4,6
8/14/2011 7:00,3465,8,1,3,0,0,2,27.06,29.545,89,12.998,4,20,24
8/14/2011 8:00,3466,8,1,3,0,0,2,27.06,29.545,89,19.0012,20,21,41
8/14/2011 9:00,3467,8,1,3,0,0,3,27.06,29.545,89,19.0012,27,76,103
8/14/2011 10:00,3468,8,1,3,0,0,1,28.7,33.335,79,15.0013,67,116,183
8/14/2011 11:00,3469,8,1,3,0,0,1,28.7,33.335,79,12.998,81,117,198
8/14/2011 12:00,3470,8,1,3,0,0,2,28.7,33.335,79,15.0013,98,183,281
8/14/2011 13:00,3471,8,1,3,0,0,1,29.52,34.85,74,16.9979,144,233,377
8/14/2011 14:00,3472,8,1,3,0,0,1,30.34,34.85,70,12.998,126,244,370
8/14/2011 15:00,3473,8,1,3,0,0,1,30.34,34.85,66,12.998,128,203,331
8/14/2011 16:00,3474,8,1,3,0,0,1,30.34,34.85,66,11.0014,116,176,292
8/14/2011 17:00,3475,8,1,3,0,0,1,31.16,35.605,62,8.9981,133,196,329
8/14/2011 18:00,3476,8,1,3,0,0,1,30.34,34.85,66,11.0014,125,222,347
